Starting
2648579
283394
18717
15926
15511
15288
15193
15131
15224
15210
15309
15065
15581
15053
15221
15899
15364
15284
15305
15336
15368
15187
15261
14931
14899
14967
15179
15260
15016
15368
15168
15018
15246
15065
15134
15085
15110
15006
15229
14896
14913
15073
14909
15065
14973
14998
14998
15743
15240
14265
14006
14004
14035
14098
24568
15427
14228
14035
13937
13966
13953
14012
14055
13992
13860
14052
13990
14010
14343
14258
13770
14026
14015
13992
13730
13907
14039
13851
13822
13771
14326
15294
15890
15226
14889
15051
14958
14970
15051
15004
15000
14827
14960
14830
14939
15120
14945
14972
15041
15337
14841
14857
14726
15071
14915
14779
14986
14984
15071
14852
15289
15065
15008
14994
15021
17037
14015
14071
13831
13986
13829
14129
13896
13986
14341
13887
13954
13977
14029
14045
13720
14006
13919
14007
13795
13828
13996
13973
14008
13943
14029
13890
13759
13933
14023
13960
13825
14068
32295
14364
72576
14516
14447
13940
13937
13972
13876
13913
14136
13996
13809
13878
13775
14244
14279
14125
14181
14181
13876
13994
13984
14179
14081
14072
14162
14065
14169
13886
14039
14031
14155
14175
14030
14201
14270
14864
14319
14809
14004
14112
14203
14036
14403
14108
14352
14116
14228
14223
14188
14250
14076
13980
14208
14244
14069
14059
13993
14185
14025
14347
14033
14022
14288
14165
14102
14063
14309
14158
13982
14005
14094
22052
14049
14271
13917
14041
14189
13889
14108
14078
14067
14262
13785
13913
14017
13972
13770
13999
13824
13777
13913
13876
41371
14705
13946
13870
13886
14181
13980
14047
13785
14035
13647
13917
13876
13919
14059
15094
13960
13945
14002
13956
13944
13901
14173
14275
13994
14108
14010
14313
14161
14265
14106
14082
14187
14187
14009
14106
13878
14126
13964
14067
14020
14000
13835
14145
13852
14118
13925
18642
18571
17896
30164
15170
14506
14194
14179
14047
13969
14071
14250
14276
13990
14100
14181
13925
14028
13976
13917
14299
14045
14106
14139
14197
14035
14140
13905
14092
13895
14004
14104
13899
14222
14057
14096
14364
13882
14291
14033
13907
14022
13871
13957
13960
14087
14136
38407
14807
13996
22293
14183
14033
13801
13874
14122
13888
14041
13951
13996
13897
14008
13763
14018
13862
14043
13854
14114
13817
14151
13890
13897
26043
15053
15131
15120
14903
14866
14868
15040
14920
14966
15092
14864
14868
14910
14740
15039
15025
15200
15036
14963
14880
14758
14981
15140
15008
14876
14793
14969
14894
15132
14939
14931
14927
14815
15238
15120
15122
14572
13996
14120
14238
13990
14059
14049
14049
13996
13980
13937
13974
13921
14344
13913
14018
13941
13933
14191
14138
13827
14116
13953
13851
13913
14057
14171
14000
13998
14053
38042
14681
23978
14061
14081
13923
14338
14409
13968
13747
13870
14018
13946
14218
13892
14033
14047
14122
13986
13868
13982
13828
14085
14222
14026
14063
14023
13778
14161
13949
14077
14043
13935
13725
13827
13988
14094
13923
14005
14452
14138
13937
14323
13961
14224
13797
14029
13976
14063
14028
13933
13992
13804
13986
13962
14055
13917
14102
13840
13833
13989
13889
14086
14014
14011
13992
13844
13886
13752
13980
14074
13848
14004
14039
13953
14179
13931
14181
13969
13976
13838
14083
13925
14228
13854
13885
14242
13884
14080
14038
13925
14148
13851
13943
13947
13901
22886
15004
13884
14510
14226
14199
13955
13957
14208
13891
13858
13910
13858
30134
14360
13992
13874
14161
14008
13906
14061
13980
13874
13809
13990
13902
14132
13883
14153
13976
13935
14071
13951
13950
14169
14002
13837
14236
14145
13811
14075
13819
14072
13995
13942
13909
14232
13876
13860
13817
14427
14379
13186
13191
13482
13023
13126
12928
13240
13241
13112
13106
13014
13077
12974
13066
13236
13002
13049
13094
13071
13325
13051
13086
13272
13230
13053
13212
13208
13082
13943
13954
13960
13879
13976
13990
13892
14472
14002
14026
14147
14645
14691
14343
14525
24393
14821
14016
13816
13870
13769
14130
13919
13752
13882
14025
13990
13923
13801
13929
14102
13982
13964
14272
13931
13858
14023
14096
13866
14206
13787
13938
13959
14677
14092
14020
14095
14154
13941
13919
13887
13948
14297
14051
14114
13834
14189
13970
14045
14051
13996
13880
14693
14025
14202
14028
14019
14171
13646
14152
13906
13877
14055
14083
14041
13947
13893
14261
14543
13911
13941
14628
14203
13971
14171
14102
13866
14030
14078
13942
14036
14029
13907
14053
13872
14112
14234
13986
14342
14234
13935
14344
14039
13925
13927
13943
13849
14062
14069
14132
14143
13939
17437
23140
16824
15203
13916
14278
13878
13927
13813
14163
14041
13986
14091
13909
13982
13935
14181
13994
13961
14100
13899
14222
14079
14092
13911
13917
14141
14208
13937
14141
13996
13821
14083
14161
13980
14252
13913
14224
14254
14195
13982
13748
14033
13996
14012
14007
13976
14049
14106
14037
14133
14061
14055
14049
13856
13960
13896
15120
13925
13868
13844
13939
14071
13954
13988
13913
14307
13977
13995
13919
13881
13911
13876
14360
14224
14096
14592
13976
13803
14051
14031
14106
14175
13775
13970
13988
14065
14238
13935
13935
14106
13954
14161
13925
40212
14738
14112
13791
13790
13837
13901
